Year,State,Data Status,RESIDENTIAL Revenue,RESIDENTIAL Sales,RESIDENTIAL Customers,RESIDENTIAL Price,COMMERCIAL Revenue,COMMERCIAL Sales,COMMERCIAL Customers,COMMERCIAL Price,INDUSTRIAL Revenue,INDUSTRIAL Sales,INDUSTRIAL Customers,INDUSTRIAL Price,TRANSPORTATION Revenue,TRANSPORTATION Sales,TRANSPORTATION Customers,TRANSPORTATION Price,OTHER Revenue,OTHER Sales,OTHER Customers,OTHER Price,TOTAL Revenue,TOTAL Sales,TOTAL Customers,TOTAL Price
2009,TN,Final,"3,755,442","40,274,909","2,693,818",9.32,"2,694,671","28,048,797","458,054",9.61,"1,798,385","26,584,320","2,039",6.76,194,"1,814",1,10.69,.,.,.,.,"8,248,695","94,909,845","3,153,912",8.69
2009,TX,Final,"16,074,304","129,814,901","9,491,966",12.38,"11,447,723","118,534,735","1,435,743",9.66,"6,533,767","96,930,877","136,216",6.74,"6,969","70,909",2,9.83,.,.,.,.,"34,062,762","345,351,418","11,063,926",9.86
2009,UT,Final,"739,908","8,725,275","932,015",8.48,"711,998","10,235,284","117,907",6.96,"413,621","8,593,799","9,479",4.81,"2,687","32,341",9,8.31,.,.,.,.,"1,868,213","27,586,701","1,059,410",6.77
2009,VA,Final,"4,747,646","44,763,019","3,189,115",10.61,"3,772,480","46,828,101","407,457",8.06,"1,152,699","16,677,928","5,283",6.91,"16,288","193,414",1,8.42,.,.,.,.,"9,689,115","108,462,462","3,601,856",8.93
2009,VT,Final,"316,100","2,121,828","306,918",14.90,"257,533","1,991,194","50,079",12.93,"127,425","1,383,490",225,9.21,0,0,0,.,.,.,.,.,"701,055","5,496,514","357,222",12.75
2009,WA,Final,"2,821,814","36,768,182","2,809,301",7.67,"2,096,843","30,068,674","351,004",6.97,"1,028,696","23,370,521","28,649",4.40,154,"2,623",4,5.87,.,.,.,.,"5,947,509","90,210,001","3,188,958",6.59
2009,WI,Final,"2,556,655","21,421,044","2,589,295",11.94,"2,149,958","22,475,846","336,720",9.57,"1,507,861","22,389,549","4,508",6.73,0,0,0,.,.,.,.,.,"6,214,470","66,286,439","2,930,523",9.38
2009,WV,Final,"915,791","11,587,694","865,647",7.90,"520,727","7,694,450","136,653",6.77,"575,928","10,985,115","12,207",5.24,309,"4,071",1,7.59,.,.,.,.,"2,012,756","30,271,331","1,014,508",6.65
2009,WY,Final,"233,284","2,719,525","255,382",8.58,"312,233","4,288,145","59,346",7.28,"461,867","9,554,267","8,935",4.83,0,0,0,.,.,.,.,.,"1,007,386","16,561,938","323,663",6.08
2009,US,Final,"157,043,560","1,364,758,152","125,208,777",11.51,"132,747,022","1,306,852,526","17,562,150",10.16,"62,670,335","917,416,467","757,497",6.83,"828,353","7,767,982",703,10.66,.,.,.,.,"353,289,274","3,596,795,150","143,529,126",9.82
2008,AK,Final,"352,596","2,129,809","268,824",16.56,"389,104","2,851,782","47,069",13.64,"190,535","1,344,352","1,351",14.17,0,0,0,.,.,.,.,.,"932,235","6,325,943","317,244",14.74
2008,AL,Final,"3,347,563","32,184,539","2,110,865",10.40,"2,223,093","22,533,120","371,020",9.87,"2,138,424","34,989,618","9,263",6.11,0,0,0,.,.,.,.,.,"7,709,083","89,707,279","2,491,147",8.59
2008,AR,Final,"1,612,759","17,392,467","1,308,812",9.27,"890,376","11,703,352","176,047",7.61,"1,003,616","17,038,455","31,691",5.89,49,409,2,11.98,.,.,.,.,"3,506,798","46,134,681","1,516,551",7.60
2008,AZ,Final,"3,412,297","33,236,370","2,528,403",10.27,"2,693,165","30,162,195","298,347",8.93,"846,010","12,869,351","7,314",6.57,0,0,0,.,.,.,.,.,"6,951,473","76,267,917","2,834,064",9.11
2008,CA,Final,"12,594,725","91,230,819","12,941,717",13.81,"15,684,231","125,026,317","1,807,260",12.54,"5,147,103","51,031,269","77,326",10.09,"70,695","866,816",487,8.16,.,.,.,.,"33,496,752","268,155,219","14,826,790",12.49
2008,CO,Final,"1,794,446","17,720,491","2,173,457",10.13,"1,761,883","20,550,916","359,897",8.57,"919,247","13,822,481","13,171",6.65,"4,041","48,584",1,8.32,.,.,.,.,"4,479,616","52,142,475","2,546,526",8.59
2008,CT,Final,"2,487,861","12,729,694","1,452,080",19.54,"2,339,867","13,665,139","155,329",17.12,"652,568","4,371,278","5,232",14.93,"29,401","190,433",5,15.44,.,.,.,.,"5,509,697","30,956,545","1,612,646",17.80
2008,DC,Final,"244,869","1,915,639","217,144",12.78,"1,214,443","9,131,316","26,703",13.30,"27,385","257,046",1,10.65,"43,760","312,230",1,14.02,.,.,.,.,"1,530,455","11,616,235","243,849",13.18
2008,DE,Final,"616,998","4,428,193","391,810",13.93,"524,785","4,338,868","48,965",12.09,"312,847","2,981,720",619,10.49,0,0,0,.,.,.,.,.,"1,454,630","11,748,783","441,394",12.38
2008,FL,Final,"13,278,713","113,936,978","8,478,407",11.65,"9,446,376","93,205,138","1,129,095",10.14,"1,562,089","18,944,917","22,382",8.25,"8,732","85,763",25,10.18,.,.,.,.,"24,295,913","226,172,794","9,629,909",10.74
2008,GA,Final,"5,517,454","55,586,624","4,034,759",9.93,"4,250,111","46,876,482","543,485",9.07,"2,170,113","32,528,831","15,952",6.67,"12,983","181,577",1,7.15,.,.,.,.,"11,950,661","135,173,513","4,594,197",8.84
2008,HI,Final,"1,002,587","3,085,236","409,668",32.50,"1,040,496","3,500,753","61,684",29.72,"990,936","3,804,290",673,26.05,0,0,0,.,.,.,.,.,"3,034,018","10,390,279","472,025",29.20
2008,IA,Final,"1,335,608","14,073,159","1,325,992",9.49,"874,822","12,177,842","211,242",7.18,"924,835","19,237,069","6,189",4.81,0,0,0,.,.,.,.,.,"3,135,264","45,488,071","1,543,422",6.89
2008,ID,Final,"597,059","8,539,743","654,546",6.99,"346,163","6,048,581","99,003",5.72,"417,655","9,313,168","26,211",4.48,0,0,0,.,.,.,.,.,"1,360,877","23,901,490","779,759",5.69
2008,IL,Final,"5,177,690","46,780,345","5,098,579",11.07,"4,786,429","51,770,477","586,612",9.25,"3,338,941","45,503,187","6,015",7.34,"42,632","565,902",4,7.53,.,.,.,.,"13,345,693","144,619,914","5,691,210",9.23
2008,IN,Final,"3,015,424","33,980,411","2,733,127",8.87,"1,920,572","24,569,629","341,153",7.82,"2,643,847","48,411,137","18,097",5.46,"1,875","19,527",1,9.60,.,.,.,.,"7,581,719","106,980,704","3,092,378",7.09
2008,KS,Final,"1,200,859","13,501,924","1,255,860",8.89,"1,153,279","15,496,011","236,453",7.44,"624,550","10,967,126","19,624",5.69,0,0,0,.,.,.,.,.,"2,978,686","39,965,062","1,511,936",7.45
2008,KY,Final,"2,189,660","27,561,643","1,928,083",7.94,"1,433,449","19,669,000","296,068",7.29,"2,224,455","46,197,775","6,302",4.82,0,0,0,.,.,.,.,.,"5,847,565","93,428,415","2,230,453",6.26
2008,LA,Final,"2,966,847","28,848,401","1,920,085",10.28,"2,322,237","22,940,065","265,256",10.12,"2,138,764","26,932,132","20,311",7.94,616,"5,176",23,11.90,.,.,.,.,"7,428,459","78,725,773","2,205,676",9.44
2008,MA,Final,"3,448,667","19,638,490","2,647,531",17.56,"4,271,239","26,582,326","379,988",16.07,"1,319,175","9,331,542","14,065",14.14,"33,370","331,744",1,10.06,.,.,.,.,"9,072,454","55,884,107","3,041,585",16.23
2008,MD,Final,"3,756,582","27,144,256","2,178,594",13.84,"3,831,354","30,002,993","241,356",12.77,"586,536","5,649,944","8,734",10.38,"62,229","528,583",5,11.77,.,.,.,.,"8,236,704","63,325,778","2,428,689",13.01
2008,ME,Final,"706,543","4,351,308","695,367",16.24,"537,236","4,147,831","87,761",12.95,"366,862","3,174,532","2,826",11.56,0,0,0,.,.,.,.,.,"1,610,645","11,673,672","785,955",13.80
2008,MI,Final,"3,685,390","34,297,439","4,290,313",10.75,"3,575,202","38,974,426","518,776",9.17,"2,186,016","32,504,513","12,776",6.73,579,"4,896",1,11.83,.,.,.,.,"9,447,186","105,781,272","4,821,866",8.93
2008,MN,Final,"2,176,514","22,357,410","2,280,073",9.74,"1,780,913","22,604,482","270,490",7.88,"1,398,768","23,810,380","9,098",5.87,"1,759","21,869",1,8.04,.,.,.,.,"5,357,953","68,794,138","2,559,662",7.79
2008,MO,Final,"2,831,571","35,389,941","2,686,745",8.00,"2,057,046","31,117,852","371,221",6.61,"878,560","17,850,129","9,430",4.92,"1,282","23,752",1,5.40,.,.,.,.,"5,768,459","84,381,676","3,067,397",6.84
2008,MS,Final,"1,901,502","18,293,690","1,238,413",10.39,"1,325,415","13,232,634","224,388",10.02,"1,061,782","16,194,913","7,400",6.56,0,0,0,.,.,.,.,.,"4,288,700","47,721,233","1,470,201",8.99
2008,MT,Final,"426,217","4,669,467","461,598",9.13,"412,238","4,825,520","100,372",8.54,"344,344","5,831,413","4,877",5.90,0,0,0,.,.,.,.,.,"1,182,802","15,326,400","566,848",7.72
2008,NC,Final,"5,306,233","55,751,199","4,147,625",9.52,"3,514,840","46,540,296","649,757",7.55,"1,537,282","27,772,661","10,972",5.54,333,"5,098",1,6.53,.,.,.,.,"10,358,690","130,069,255","4,808,355",7.96
2008,ND,Final,"320,068","4,259,073","318,759",7.51,"303,776","4,460,087","56,510",6.81,"206,592","3,696,915","2,143",5.59,0,0,0,.,.,.,.,.,"830,438","12,416,075","377,412",6.69
2008,NE,Final,"767,609","9,755,627","795,001",7.87,"631,155","9,441,478","153,013",6.68,"496,380","9,623,917","40,778",5.16,0,0,0,.,.,.,.,.,"1,895,145","28,821,021","988,791",6.58
2008,NH,Final,"689,168","4,393,951","594,179",15.68,"645,907","4,518,096","102,942",14.30,"271,233","2,065,244","3,430",13.13,0,0,0,.,.,.,.,.,"1,606,309","10,977,289","700,551",14.63
2008,NJ,Final,"4,559,942","29,111,023","3,409,805",15.66,"5,693,751","40,569,712","469,340",14.03,"1,321,727","10,537,290","13,392",12.54,"39,890","301,518",6,13.23,.,.,.,.,"11,615,311","80,519,542","3,892,543",14.43
2008,NM,Final,"638,502","6,378,858","841,330",10.01,"765,248","8,828,164","133,782",8.67,"436,090","6,831,085","6,456",6.38,0,0,0,.,.,.,.,.,"1,839,842","22,038,109","981,568",8.35
2008,NV,Final,"1,438,713","12,060,515","1,054,690",11.93,"936,797","9,303,934","152,735",10.07,"1,103,370","13,819,779","3,608",7.98,783,"8,272",17,9.47,.,.,.,.,"3,479,665","35,192,497","1,211,050",9.89
2008,NY,Final,"8,978,152","49,033,950","6,897,087",18.31,"12,999,869","77,415,596","1,032,104",16.79,"1,379,414","14,685,310","8,778",9.39,"368,893","2,918,080",24,12.64,.,.,.,.,"23,726,330","144,052,936","7,937,992",16.47
2008,OH,Final,"5,371,438","53,410,599","4,891,891",10.06,"4,367,402","47,310,241","612,491",9.23,"3,632,273","58,620,567","21,197",6.20,"5,059","47,401",2,10.67,.,.,.,.,"13,376,178","159,388,807","5,525,581",8.39
2008,OK,Final,"1,987,250","21,861,110","1,633,272",9.09,"1,498,558","19,022,303","264,430",7.88,"907,743","15,395,451","17,626",5.90,0,0,0,.,.,.,.,.,"4,393,548","56,278,868","1,915,328",7.81
2008,OR,Final,"1,690,828","19,909,844","1,616,596",8.49,"1,189,024","16,313,370","234,527",7.29,"680,995","12,945,224","22,392",5.26,"1,285","19,040",45,6.75,.,.,.,.,"3,562,132","49,187,477","1,873,561",7.24
2008,PA,Final,"6,136,991","54,059,763","5,231,696",11.35,"4,443,769","47,346,950","676,337",9.39,"3,384,091","48,130,822","27,537",7.03,"65,296","863,056",14,7.57,.,.,.,.,"14,030,146","150,400,589","5,935,584",9.33
2008,RI,Final,"531,033","3,042,685","430,152",17.45,"569,743","3,700,448","55,906",15.40,"153,016","1,075,462","2,048",14.23,0,0,0,.,.,.,.,.,"1,253,794","7,818,595","488,106",16.04
2008,SC,Final,"2,938,991","29,727,268","2,068,600",9.89,"1,825,839","21,676,237","342,181",8.42,"1,569,683","29,247,069","4,695",5.37,0,0,0,.,.,.,.,.,"6,334,515","80,650,572","2,415,476",7.85
2008,SD,Final,"364,507","4,405,631","363,518",8.27,"295,451","4,240,373","65,008",6.97,"123,552","2,328,082","2,984",5.31,0,0,0,.,.,.,.,.,"783,512","10,974,084","431,509",7.14
2008,TN,Final,"3,738,895","41,946,553","2,685,423",8.91,"2,717,940","29,417,548","460,417",9.24,"2,063,404","32,803,764","2,093",6.29,195,"1,918",1,10.17,.,.,.,.,"8,520,433","104,169,779","3,147,935",8.18
2008,TX,Final,"16,712,267","128,240,047","9,461,513",13.03,"12,211,720","113,637,612","1,418,273",10.75,"9,306,585","105,868,444","161,120",8.79,"5,919","68,546",42,8.64,.,.,.,.,"38,236,491","347,814,647","11,040,948",10.99
2008,UT,Final,"725,306","8,786,277","924,828",8.25,"685,506","10,286,114","115,149",6.66,"417,042","9,086,146","9,426",4.59,"2,589","32,974",8,7.85,.,.,.,.,"1,830,440","28,191,512","1,049,411",6.49
2008,VA,Final,"4,288,128","44,596,586","3,169,283",9.62,"3,433,339","46,877,972","404,313",7.32,"1,072,332","18,437,712","5,284",5.82,"15,140","194,063",1,7.80,.,.,.,.,"8,808,936","110,106,336","3,578,881",8.00
2008,VT,Final,"308,843","2,133,499","306,174",14.48,"255,185","2,042,919","49,642",12.49,"143,848","1,564,791",314,9.19,0,0,0,.,.,.,.,.,"707,878","5,741,204","356,130",12.33
2008,WA,Final,"2,740,943","36,335,847","2,789,187",7.54,"2,023,574","29,878,290","349,689",6.77,"954,718","21,117,187","26,031",4.52,92,"1,564",4,5.88,.,.,.,.,"5,719,323","87,332,884","3,164,911",6.55
2008,WI,Final,"2,529,650","21,976,106","2,579,774",11.51,"2,177,170","23,473,453","333,653",9.28,"1,606,245","24,672,266","4,683",6.51,0,0,0,.,.,.,.,.,"6,313,066","70,121,827","2,918,111",9.00
2008,WV,Final,"830,682","11,762,543","863,650",7.06,"468,984","7,715,877","135,754",6.08,"619,659","14,738,252","12,015",4.20,280,"4,431",1,6.32,.,.,.,.,"1,919,606","34,221,102","1,011,420",5.61
2008,WY,Final,"223,325","2,718,706","252,987",8.21,"295,926","4,411,372","59,288",6.71,"427,630","9,560,173","8,887",4.47,0,0,0,.,.,.,.,.,"946,882","16,690,249","321,162",5.67
2008,US,Final,"155,496,465","1,380,661,746","125,037,870",11.26,"137,035,997","1,336,133,489","17,582,277",10.26,"70,230,867","1,009,516,181","774,817",6.96,"819,757","7,653,222",726,10.71,.,.,.,.,"363,583,107","3,733,964,624","143,395,691",9.74
2007,AK,Final,"320,973","2,114,455","235,367",15.18,"344,695","2,828,386","35,712",12.19,"174,804","1,383,765",704,12.63,0,0,0,.,.,.,.,.,"840,472","6,326,611","271,783",13.28
2007,AL,Final,"3,056,790","32,783,445","1,434,484",9.32,"1,990,626","22,872,542","254,844",8.70,"1,906,453","36,172,476","6,698",5.27,0,0,0,.,.,.,.,.,"6,953,866","91,828,463","1,696,026",7.57
2007,AR,Final,"1,520,508","17,414,563","921,114",8.73,"816,054","11,801,297","127,090",6.91,"936,445","17,839,031","24,072",5.25,0,0,0,.,.,.,.,.,"3,273,008","47,054,890","1,072,276",6.96
2007,AZ,Final,"3,327,589","34,436,659","2,340,299",9.66,"2,519,366","30,475,257","260,788",8.27,"742,585","12,281,292","4,772",6.05,0,0,0,.,.,.,.,.,"6,589,543","77,193,206","2,605,859",8.54
2007,CA,Final,"12,859,832","89,158,463","12,188,286",14.42,"15,854,396","123,690,309","1,677,848",12.82,"5,045,976","50,538,234","72,018",9.98,"70,984","847,905",506,8.37,.,.,.,.,"33,831,188","264,234,911","13,938,657",12.80
2007,CO,Final,"1,631,721","17,634,182","1,661,058",9.25,"1,562,287","20,507,762","278,489",7.62,"782,706","13,112,912","5,757",5.97,"3,181","44,299",1,7.18,.,.,.,.,"3,979,896","51,299,156","1,945,305",7.76
2007,CT,Final,"2,555,595","13,372,091","1,427,807",19.11,"2,327,662","15,126,056","145,358",15.39,"702,023","5,433,393","5,062",12.92,"28,017","197,568",2,14.18,.,.,.,.,"5,613,298","34,129,107","1,578,229",16.45
2007,DC,Final,"220,247","1,969,562","212,388",11.18,"1,143,378","9,518,790","27,246",12.01,"27,656","296,686",2,9.32,"36,808","325,145",1,11.32,.,.,.,.,"1,428,089","12,110,183","239,637",11.79
2007,DE,Final,"588,411","4,469,619","363,603",13.16,"484,245","4,320,738","44,327",11.21,"274,754","3,078,456",294,8.93,0,0,0,.,.,.,.,.,"1,347,410","11,868,812","408,224",11.35
2007,FL,Final,"13,222,562","117,816,205","6,769,454",11.22,"9,154,115","93,931,301","870,212",9.75,"1,492,400","19,240,995","23,423",7.76,"9,354","96,100",25,9.73,.,.,.,.,"23,878,429","231,084,599","7,663,114",10.33
2007,GA,Final,"5,113,632","56,223,368","2,382,367",9.10,"3,790,901","46,997,248","340,555",8.07,"1,883,808","34,054,021","8,367",5.53,"11,506","179,243",1,6.42,.,.,.,.,"10,799,850","137,453,878","2,731,290",7.86
2007,HI,Final,"772,069","3,200,724","406,417",24.12,"771,205","3,520,234","61,965",21.91,"710,171","3,864,338",690,18.38,0,0,0,.,.,.,.,.,"2,253,444","10,585,299","469,071",21.29
2007,IA,Final,"1,328,153","14,060,336","949,612",9.45,"858,697","12,084,354","158,361",7.11,"906,074","19,124,835","3,935",4.74,0,0,0,.,.,.,.,.,"3,092,922","45,269,523","1,111,908",6.83
2007,ID,Final,"530,333","8,339,432","586,551",6.36,"309,173","6,014,561","88,512",5.14,"364,108","9,401,192","23,603",3.87,0,0,0,.,.,.,.,.,"1,203,613","23,755,187","698,666",5.07
2007,IL,Final,"4,863,296","48,036,261","4,565,290",10.12,"4,461,531","52,043,236","516,716",8.57,"3,001,349","45,430,300","2,295",6.61,"35,060","545,352",19,6.43,.,.,.,.,"12,361,235","146,055,152","5,084,319",8.46
2007,IN,Final,"2,862,276","34,646,056","2,013,230",8.26,"1,805,817","24,767,580","270,685",7.29,"2,444,710","49,987,610","14,290",4.89,"1,909","18,907",1,10.10,.,.,.,.,"7,114,711","109,420,151","2,298,207",6.50
2007,KS,Final,"1,131,174","13,806,496","904,611",8.19,"1,056,252","15,474,067","134,321",6.83,"558,244","10,885,413","9,113",5.13,0,0,0,.,.,.,.,.,"2,745,670","40,165,976","1,048,046",6.84
2007,KY,Final,"2,055,656","28,003,953","1,221,383",7.34,"1,353,535","20,034,522","214,271",6.76,"1,984,095","44,365,626","4,682",4.47,0,0,0,.,.,.,.,.,"5,393,286","92,404,100","1,440,336",5.84
2007,LA,Final,"2,706,811","28,877,812","1,378,629",9.37,"2,088,782","22,887,200","198,330",9.13,"1,882,740","27,798,817","18,395",6.77,431,"3,105",23,13.88,.,.,.,.,"6,678,768","79,566,936","1,595,376",8.39
2007,MA,Final,"3,268,684","20,137,533","2,348,910",16.23,"4,126,964","27,148,238","295,902",15.20,"1,230,910","9,449,995","9,658",13.03,"37,247","403,059",4,9.24,.,.,.,.,"8,663,804","57,138,823","2,654,474",15.16
2007,MD,Final,"3,353,161","28,194,802","1,948,623",11.89,"3,553,227","30,691,161","202,537",11.58,"563,023","5,980,358","8,513",9.41,"53,225","524,342",83,10.15,.,.,.,.,"7,522,636","65,390,659","2,159,756",11.50
2007,ME,Final,"729,194","4,413,151","748,860",16.52,"542,984","4,195,249","53,636",12.94,"458,669","3,251,801","9,649",14.11,0,0,0,.,.,.,.,.,"1,730,844","11,860,204","812,144",14.59
2007,MI,Final,"3,611,793","35,366,080","3,889,377",10.21,"3,513,901","40,046,871","467,396",8.77,"2,192,101","33,878,817","11,344",6.47,487,"4,980",1,9.78,.,.,.,.,"9,318,280","109,296,748","4,368,118",8.53
2007,MN,Final,"2,078,499","22,645,638","1,610,938",9.18,"1,684,182","22,523,011","196,269",7.48,"1,310,818","23,041,487","4,766",5.69,"1,740","21,046",1,8.27,.,.,.,.,"5,075,241","68,231,184","1,811,975",7.44
2007,MO,Final,"2,758,441","35,872,486","1,865,596",7.69,"1,972,802","31,126,107","262,006",6.34,"881,869","18,514,719","8,309",4.76,"1,203","19,537",1,6.16,.,.,.,.,"5,614,316","85,532,850","2,135,911",6.56
2007,MS,Final,"1,737,497","18,565,874","743,212",9.36,"1,195,619","13,400,202","131,994",8.92,"931,332","16,187,103","3,759",5.75,0,0,0,.,.,.,.,.,"3,864,447","48,153,182","878,965",8.03
2007,MT,Final,"398,441","4,541,545","363,546",8.77,"391,257","4,827,723","86,215",8.10,"317,807","6,162,716","1,826",5.16,0,0,0,.,.,.,.,.,"1,107,506","15,531,985","451,587",7.13
2007,NC,Final,"5,271,039","56,095,471","2,958,129",9.40,"3,477,246","46,806,861","490,377",7.43,"1,583,677","28,978,398","9,054",5.47,0,22,1,0.00,.,.,.,.,"10,331,962","131,880,755","3,457,561",7.83
2007,ND,Final,"297,097","4,067,285","274,794",7.30,"277,519","4,214,689","48,732",6.58,"189,729","3,623,721","2,176",5.24,0,0,0,.,.,.,.,.,"764,346","11,905,696","325,702",6.42
2007,NE,Final,"739,995","9,747,548","578,953",7.59,"600,512","9,396,454","95,348",6.39,"434,830","9,104,398","14,235",4.78,0,0,0,.,.,.,.,.,"1,775,335","28,248,401","688,535",6.28
2007,NH,Final,"668,468","4,492,871","582,659",14.88,"635,855","4,569,788","99,176",13.91,"266,611","2,173,196","3,151",12.27,0,0,0,.,.,.,.,.,"1,570,936","11,235,857","684,987",13.98
2007,NJ,Final,"4,206,786","29,751,647","3,330,448",14.14,"5,310,200","40,876,069","458,872",12.99,"1,110,286","11,013,374","13,414",10.08,"32,660","293,245",13,11.14,.,.,.,.,"10,659,930","81,934,336","3,802,748",13.01
2007,NM,Final,"582,484","6,387,365","642,668",9.12,"684,593","8,931,612","96,254",7.66,"388,865","6,948,419","3,649",5.60,0,0,0,.,.,.,.,.,"1,655,947","22,267,393","742,571",7.44
2007,NV,Final,"1,464,211","12,390,181","1,029,257",11.82,"943,808","9,352,037","145,424",10.09,"1,150,536","13,892,693","2,408",8.28,847,"8,493",17,9.97,.,.,.,.,"3,559,405","35,643,402","1,177,106",9.99
2007,NY,Final,"8,590,669","50,241,444","6,703,190",17.10,"11,829,258","74,326,105","960,091",15.92,"1,760,986","20,212,583","10,735",8.71,"372,519","3,397,394",159,10.96,.,.,.,.,"22,553,430","148,177,524","7,674,174",15.22
2007,OH,Final,"5,203,953","54,375,759","4,207,209",9.57,"4,174,947","48,128,512","536,443",8.67,"3,413,034","59,218,956","18,210",5.76,"4,751","47,598",2,9.98,.,.,.,.,"12,796,684","161,770,828","4,761,865",7.91
2007,OK,Final,"1,833,711","21,360,557","1,160,938",8.58,"1,366,511","18,634,445","168,479",7.33,"822,829","15,198,199","16,451",5.41,0,0,0,.,.,.,.,.,"4,023,049","55,193,200","1,345,867",7.29
2007,OR,Final,"1,585,853","19,374,457","1,256,710",8.19,"1,165,415","16,186,580","183,224",7.20,"663,798","13,117,448","14,655",5.06,"1,239","18,479",46,6.70,.,.,.,.,"3,416,304","48,696,965","1,454,634",7.02
2007,PA,Final,"5,976,913","54,586,820","4,944,129",10.95,"4,374,769","47,531,366","639,309",9.20,"3,337,532","48,579,167","26,640",6.87,"67,636","875,594",10,7.72,.,.,.,.,"13,756,851","151,572,950","5,610,087",9.08
2007,RI,Final,"439,939","3,131,775","425,439",14.05,"470,096","3,710,201","52,357",12.67,"141,013","1,171,046","2,091",12.04,0,0,0,.,.,.,.,.,"1,051,047","8,013,024","479,886",13.12
2007,SC,Final,"2,716,413","29,569,242","1,376,334",9.19,"1,684,145","21,746,492","258,403",7.74,"1,479,252","30,632,427","3,834",4.83,0,0,0,.,.,.,.,.,"5,879,811","81,948,159","1,638,570",7.18
