Planned Year,State Code,Producer Type,Fuel Source,Generators,Facilities,Nameplate Capacity,Summer Capacity
2026,WV,Total Electric Power Industry,Solar Thermal and Photovoltaic,2,2,61.5,61.5
2027,AK,Total Electric Power Industry,All Sources,1,1,9.6,9.6
2027,AK,Total Electric Power Industry,Hydroelectric,1,1,9.6,9.6
2027,AL,Total Electric Power Industry,All Sources,1,1,200.0,200.0
2027,AL,Total Electric Power Industry,Solar Thermal and Photovoltaic,1,1,200.0,200.0
2027,AZ,Total Electric Power Industry,All Sources,3,2,900.0,900.0
2027,AZ,Total Electric Power Industry,Other,1,1,300.0,300.0
2027,AZ,Total Electric Power Industry,Solar Thermal and Photovoltaic,2,2,600.0,600.0
2027,CA,Total Electric Power Industry,All Sources,4,2,"1,000.0","1,000.0"
2027,CA,Total Electric Power Industry,Pumped Storage,3,1,600.0,600.0
2027,CA,Total Electric Power Industry,Solar Thermal and Photovoltaic,1,1,400.0,400.0
2027,CT,Total Electric Power Industry,All Sources,1,1,105.0,105.0
2027,CT,Total Electric Power Industry,Other,1,1,105.0,105.0
2027,IL,Total Electric Power Industry,All Sources,4,4,"1,125.0","1,125.0"
2027,IL,Total Electric Power Industry,Solar Thermal and Photovoltaic,3,3,990.0,990.0
2027,IL,Total Electric Power Industry,Wind,1,1,135.0,135.0
2027,IN,Total Electric Power Industry,All Sources,2,2,350.0,350.0
2027,IN,Total Electric Power Industry,Solar Thermal and Photovoltaic,2,2,350.0,350.0
2027,LA,Total Electric Power Industry,All Sources,2,1,70.0,67.0
2027,LA,Total Electric Power Industry,Natural Gas,2,1,70.0,67.0
2027,MA,Total Electric Power Industry,All Sources,2,1,7.5,7.5
2027,MA,Total Electric Power Industry,Other,1,1,2.5,2.5
2027,MA,Total Electric Power Industry,Solar Thermal and Photovoltaic,1,1,5.0,5.0
2027,MT,Total Electric Power Industry,All Sources,2,2,650.0,650.0
2027,MT,Total Electric Power Industry,Other,1,1,50.0,50.0
2027,MT,Total Electric Power Industry,Wind,1,1,600.0,600.0
2027,NC,Total Electric Power Industry,All Sources,1,1,75.0,75.0
2027,NC,Total Electric Power Industry,Solar Thermal and Photovoltaic,1,1,75.0,75.0
2027,NV,Total Electric Power Industry,All Sources,3,2,"2,745.0","2,745.0"
2027,NV,Total Electric Power Industry,Other,1,1,195.0,195.0
2027,NV,Total Electric Power Industry,Solar Thermal and Photovoltaic,2,2,"2,550.0","2,550.0"
2027,NY,Total Electric Power Industry,All Sources,5,5,384.5,384.5
2027,NY,Total Electric Power Industry,Hydroelectric,1,1,.5,.5
2027,NY,Total Electric Power Industry,Solar Thermal and Photovoltaic,3,3,334.0,334.0
2027,NY,Total Electric Power Industry,Wind,1,1,50.0,50.0
2027,OH,Total Electric Power Industry,All Sources,2,2,260.0,260.0
2027,OH,Total Electric Power Industry,Solar Thermal and Photovoltaic,2,2,260.0,260.0
2027,PA,Total Electric Power Industry,All Sources,8,3,48.2,32.0
2027,PA,Total Electric Power Industry,Hydroelectric,8,3,48.2,32.0
2027,TX,Total Electric Power Industry,All Sources,8,4,"2,165.9","2,165.9"
2027,TX,Total Electric Power Industry,Natural Gas,5,2,"1,599.0","1,599.0"
2027,TX,Total Electric Power Industry,Other,1,1,122.9,122.9
2027,TX,Total Electric Power Industry,Solar Thermal and Photovoltaic,2,2,444.0,444.0
2027,US,Total Electric Power Industry,All Sources,59,39,"14,916.6","13,447.0"
2027,US,Total Electric Power Industry,Hydroelectric,13,6,88.3,51.1
2027,US,Total Electric Power Industry,Natural Gas,9,4,"2,247.9","2,190.5"
2027,US,Total Electric Power Industry,Other,6,6,775.4,775.4
2027,US,Total Electric Power Industry,Pumped Storage,3,1,600.0,600.0
2027,US,Total Electric Power Industry,Solar Thermal and Photovoltaic,20,20,"6,208.0","6,208.0"
2027,US,Total Electric Power Industry,Wind,8,6,"4,997.0","3,622.0"
2027,VA,Total Electric Power Industry,All Sources,2,2,"2,712.0","1,337.0"
2027,VA,Total Electric Power Industry,Wind,2,2,"2,712.0","1,337.0"
2027,WV,Total Electric Power Industry,All Sources,5,2,608.9,533.5
2027,WV,Total Electric Power Industry,Hydroelectric,3,1,30.0,9.0
2027,WV,Total Electric Power Industry,Natural Gas,2,1,578.9,524.5
2027,WY,Total Electric Power Industry,All Sources,3,1,"1,500.0","1,500.0"
2027,WY,Total Electric Power Industry,Wind,3,1,"1,500.0","1,500.0"
